people.sex|people.race|households.hh_income|people.age|households.hh_size|households.latitude|households.longitude|pumsp.hisp|pumsp.schl|pumsp.semp|pumsp.rac1p
2|8|24000|8|4|36.0988764|-79.4285744|11|02||8
2|8|24000|5|4|36.0988764|-79.4285744|11|02||8
2|8|24000|40|4|36.0988764|-79.4285744|11|10|000000|8
1|8|24000|48|4|36.1110628|-79.4566778|11|11|000000|8
2|8|24000|8|4|36.1110628|-79.4566778|11|02||8
2|8|24000|5|4|36.1110628|-79.4566778|11|02||8
2|8|24000|40|4|36.1110628|-79.4566778|11|10|000000|8
1|8|24000|48|4|36.1126954|-79.4505457|11|11|000000|8
2|8|24000|8|4|36.1126954|-79.4505457|11|02||8
2|8|24000|5|4|36.1126954|-79.4505457|11|02||8
2|8|24000|40|4|36.1126954|-79.4505457|11|10|000000|8
1|8|24000|48|4|36.0827058|-79.4088640|11|11|000000|8
2|8|24000|8|4|36.0827058|-79.4088640|11|02||8
2|8|24000|5|4|36.0827058|-79.4088640|11|02||8
2|8|24000|40|4|36.0827058|-79.4088640|11|10|000000|8
1|8|24000|48|4|36.0756672|-79.4752017|11|11|000000|8
2|8|24000|8|4|36.0756672|-79.4752017|11|02||8
2|8|24000|5|4|36.0756672|-79.4752017|11|02||8
2|8|24000|40|4|36.0756672|-79.4752017|11|10|000000|8
1|8|24000|48|4|36.1003437|-79.4116944|11|11|000000|8
2|8|24000|8|4|36.1003437|-79.4116944|11|02||8
2|8|24000|5|4|36.1003437|-79.4116944|11|02||8
2|8|24000|40|4|36.1003437|-79.4116944|11|10|000000|8
1|8|24000|48|4|36.1074809|-79.4137178|11|11|000000|8
2|8|24000|8|4|36.1074809|-79.4137178|11|02||8
2|8|24000|5|4|36.1074809|-79.4137178|11|02||8
2|8|24000|40|4|36.1074809|-79.4137178|11|10|000000|8
1|8|24000|48|4|36.1137500|-79.4127177|11|11|000000|8
2|8|24000|8|4|36.1137500|-79.4127177|11|02||8
2|8|24000|5|4|36.1137500|-79.4127177|11|02||8
2|8|24000|40|4|36.1137500|-79.4127177|11|10|000000|8
1|8|24000|48|4|36.1245731|-79.4540232|11|11|000000|8
2|8|24000|8|4|36.1245731|-79.4540232|11|02||8
2|8|24000|5|4|36.1245731|-79.4540232|11|02||8
2|8|24000|40|4|36.1245731|-79.4540232|11|10|000000|8
1|8|24000|48|4|36.0693175|-79.3793578|11|11|000000|8
2|8|24000|8|4|36.0693175|-79.3793578|11|02||8
2|8|24000|5|4|36.0693175|-79.3793578|11|02||8
2|8|24000|40|4|36.0693175|-79.3793578|11|10|000000|8
1|8|24000|48|4|36.0665997|-79.3630764|11|11|000000|8
2|8|24000|8|4|36.0665997|-79.3630764|11|02||8
2|8|24000|5|4|36.0665997|-79.3630764|11|02||8
2|8|24000|40|4|36.0665997|-79.3630764|11|10|000000|8
1|8|24000|48|4|36.1303804|-79.3489145|11|11|000000|8
2|8|24000|8|4|36.1303804|-79.3489145|11|02||8
2|8|24000|5|4|36.1303804|-79.3489145|11|02||8
2|8|24000|40|4|36.1303804|-79.3489145|11|10|000000|8
1|8|24000|48|4|36.0542359|-79.3948044|11|11|000000|8
2|8|24000|8|4|36.0542359|-79.3948044|11|02||8
2|8|24000|5|4|36.0542359|-79.3948044|11|02||8
2|8|24000|40|4|36.0542359|-79.3948044|11|10|000000|8
1|8|24000|48|4|36.0894288|-79.3919123|11|11|000000|8
2|8|24000|8|4|36.0894288|-79.3919123|11|02||8
2|8|24000|5|4|36.0894288|-79.3919123|11|02||8
2|8|24000|40|4|36.0894288|-79.3919123|11|10|000000|8
1|8|24000|48|4|36.0787551|-79.3347404|11|11|000000|8
2|8|24000|8|4|36.0787551|-79.3347404|11|02||8
2|8|24000|5|4|36.0787551|-79.3347404|11|02||8
2|8|24000|40|4|36.0787551|-79.3347404|11|10|000000|8
1|8|24000|48|4|36.0766995|-79.4250746|11|11|000000|8
2|8|24000|8|4|36.0766995|-79.4250746|11|02||8
2|8|24000|5|4|36.0766995|-79.4250746|11|02||8
2|8|24000|40|4|36.0766995|-79.4250746|11|10|000000|8
1|8|24000|48|4|36.0995833|-79.5151674|11|11|000000|8
2|8|24000|8|4|36.0995833|-79.5151674|11|02||8
2|8|24000|5|4|36.0995833|-79.5151674|11|02||8
2|8|24000|40|4|36.0995833|-79.5151674|11|10|000000|8
1|8|24000|48|4|36.0760157|-79.4225985|11|11|000000|8
2|8|24000|8|4|36.0760157|-79.4225985|11|02||8
2|8|24000|5|4|36.0760157|-79.4225985|11|02||8
2|8|24000|40|4|36.0760157|-79.4225985|11|10|000000|8
1|8|24000|48|4|36.0775508|-79.3336758|11|11|000000|8
2|8|24000|8|4|36.0775508|-79.3336758|11|02||8
2|8|24000|5|4|36.0775508|-79.3336758|11|02||8
2|8|24000|40|4|36.0775508|-79.3336758|11|10|000000|8
1|8|24000|48|4|36.0598317|-79.3789536|11|11|000000|8
2|8|24000|8|4|36.0598317|-79.3789536|11|02||8
2|8|24000|5|4|36.0598317|-79.3789536|11|02||8
2|8|24000|40|4|36.0598317|-79.3789536|11|10|000000|8
1|8|24000|48|4|36.0682425|-79.3864179|11|11|000000|8
2|8|24000|8|4|36.0682425|-79.3864179|11|02||8
2|8|24000|5|4|36.0682425|-79.3864179|11|02||8
2|8|24000|40|4|36.0682425|-79.3864179|11|10|000000|8
1|8|24000|48|4|36.0980974|-79.3512500|11|11|000000|8
2|8|24000|8|4|36.0980974|-79.3512500|11|02||8
2|8|24000|5|4|36.0980974|-79.3512500|11|02||8
2|8|24000|40|4|36.0980974|-79.3512500|11|10|000000|8
1|8|24000|48|4|36.0707356|-79.3820155|11|11|000000|8
2|8|24000|8|4|36.0707356|-79.3820155|11|02||8
2|8|24000|5|4|36.0707356|-79.3820155|11|02||8
2|8|24000|40|4|36.0707356|-79.3820155|11|10|000000|8
1|8|24000|48|4|36.0720324|-79.4520437|11|11|000000|8
2|8|24000|8|4|36.0720324|-79.4520437|11|02||8
2|8|24000|5|4|36.0720324|-79.4520437|11|02||8
2|8|24000|40|4|36.0720324|-79.4520437|11|10|000000|8
1|8|24000|48|4|36.1092806|-79.4429484|11|11|000000|8
2|8|24000|8|4|36.1092806|-79.4429484|11|02||8
2|8|24000|5|4|36.1092806|-79.4429484|11|02||8
2|8|24000|40|4|36.1092806|-79.4429484|11|10|000000|8
1|8|24000|48|4|36.1127070|-79.4333108|11|11|000000|8
2|8|24000|8|4|36.1127070|-79.4333108|11|02||8
2|8|24000|5|4|36.1127070|-79.4333108|11|02||8
2|8|24000|40|4|36.1127070|-79.4333108|11|10|000000|8
1|8|24000|48|4|36.0689072|-79.3831196|11|11|000000|8
2|8|24000|8|4|36.0689072|-79.3831196|11|02||8
2|8|24000|5|4|36.0689072|-79.3831196|11|02||8
2|8|24000|40|4|36.0689072|-79.3831196|11|10|000000|8
1|8|24000|48|4|36.0879949|-79.3704419|11|11|000000|8
2|8|24000|8|4|36.0879949|-79.3704419|11|02||8
2|8|24000|5|4|36.0879949|-79.3704419|11|02||8
2|8|24000|40|4|36.0879949|-79.3704419|11|10|000000|8
1|8|24000|48|4|36.1244873|-79.3423102|11|11|000000|8
2|8|24000|8|4|36.1244873|-79.3423102|11|02||8
2|8|24000|5|4|36.1244873|-79.3423102|11|02||8
2|8|24000|40|4|36.1244873|-79.3423102|11|10|000000|8
1|8|24000|48|4|36.1250661|-79.4571697|11|11|000000|8
2|8|24000|8|4|36.1250661|-79.4571697|11|02||8
2|8|24000|5|4|36.1250661|-79.4571697|11|02||8
2|8|24000|40|4|36.1250661|-79.4571697|11|10|000000|8
1|8|24000|48|4|36.0600792|-79.4305829|11|11|000000|8
2|8|24000|8|4|36.0600792|-79.4305829|11|02||8
2|8|24000|5|4|36.0600792|-79.4305829|11|02||8
2|8|24000|40|4|36.0600792|-79.4305829|11|10|000000|8
1|8|24000|48|4|35.9896782|-79.4817154|11|11|000000|8
2|8|24000|8|4|35.9896782|-79.4817154|11|02||8
